State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
Pennsylvania,Erie County,2011,15.8,44503,279824,32.3,18.8,24.7,7.8,16.5,177.5,133.75,0.2465,Q4 (High Cost),Q3
South Carolina,Union County,2016,19.9,34953,27928,24.4,15.5,20.0,11.6,28.5,107.5,87.5,0.186,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Obion County,2008,14.4,38369,31480,22.7,14.4,24.0,9.0,30.0,95.0,75.0,0.2105,Q1 (Low Cost),Q1 (Low Cost)
Texas,Llano County,2013,14.1,44094,19223,29.1,21.1,30.7,9.6,9.5,167.55,142.95,0.1468,Q3,Q4 (High Cost)
Texas,Menard County,2017,9.8,37917,2123,30.9,16.9,13.5,29.3,9.5,115.8,105.85,0.0859,Q2,Q2
Texas,Swisher County,2015,22.6,37040,7713,27.4,17.6,21.2,14.7,19.0,124.5,107.85,0.1337,Q2,Q2
Oklahoma,Love County,2013,16.6,43260,9496,26.3,19.6,21.1,14.6,18.3,133.89,98.08,0.2675,Q2,Q2
West Virginia,Mercer County,2015,21.9,36195,61891,31.2,19.3,27.8,10.4,11.2,130.21,93.01,0.2857,Q2,Q1 (Low Cost)
Idaho,Lincoln County,2016,12.0,44500,5292,21.7,19.3,17.0,21.1,20.9,95.11,93.71,0.0147,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Champaign County,2016,21.6,48899,206420,45.5,18.0,21.1,5.4,10.0,232.5,150.0,0.3548,Q4 (High Cost),Q4 (High Cost)
Kansas,Norton County,2009,8.3,34840,5456,33.2,23.3,20.3,12.9,10.3,86.2,73.8,0.1439,Q1 (Low Cost),Q1 (Low Cost)
Oklahoma,McIntosh County,2015,21.1,36011,20280,28.6,18.5,21.8,13.5,17.7,131.95,95.59,0.2756,Q2,Q2
Texas,Calhoun County,2009,13.9,43305,20384,24.8,17.4,21.2,19.5,17.1,100.15,91.45,0.0869,Q1 (Low Cost),Q1 (Low Cost)
Texas,Gillespie County,2009,6.9,52403,23488,32.9,15.5,25.3,16.3,10.1,127.95,117.25,0.0836,Q2,Q3
Kansas,Marion County,2013,12.0,45830,12491,32.3,16.4,22.4,13.0,15.9,96.0,76.8,0.2,Q1 (Low Cost),Q1 (Low Cost)
Michigan,Lenawee County,2013,14.1,47766,99505,28.9,20.2,24.0,9.7,17.3,149.11,105.25,0.2941,Q3,Q2
Minnesota,Crow Wing County,2010,11.5,44659,61836,31.3,20.3,24.5,11.2,12.7,165.0,121.34,0.2646,Q3,Q3
Minnesota,St. Louis County,2008,14.2,44395,196501,33.5,20.3,25.1,11.0,10.0,165.0,158.66,0.0384,Q3,Q4 (High Cost)
Virginia,Henry County,2017,19.2,36779,51956,26.6,17.2,25.8,9.6,20.9,121.67,96.67,0.2055,Q2,Q2
Kentucky,Fleming County,2015,20.1,35469,14544,27.3,13.0,23.8,16.5,19.5,117.0,97.5,0.1667,Q2,Q2
Kentucky,Grayson County,2017,25.7,35944,26129,26.0,15.5,19.0,14.6,24.9,110.0,90.0,0.1818,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,Grant Parish,2013,17.3,39654,22113,26.4,18.2,22.7,18.1,14.6,105.0,87.5,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Nevada,Esmeralda County,2012,24.2,27500,916,23.5,13.9,10.2,45.5,6.8,131.79,110.92,0.1584,Q2,Q2
Texas,Menard County,2016,13.4,37917,2163,27.1,16.5,16.9,28.0,11.5,114.9,105.5,0.0818,Q2,Q2
Georgia,Cook County,2015,25.1,35683,17033,25.4,18.8,22.3,10.2,23.4,92.75,83.0,0.1051,Q1 (Low Cost),Q1 (Low Cost)
Georgia,Lamar County,2017,20.8,41157,18282,31.2,18.5,23.1,8.0,19.2,128.0,105.0,0.1797,Q2,Q2
Illinois,Franklin County,2012,18.8,37158,39518,25.2,20.6,24.2,14.5,15.5,155.0,105.0,0.3226,Q3,Q2
Michigan,Hillsdale County,2012,19.6,42668,46617,26.6,16.7,20.7,11.0,25.0,133.32,96.98,0.2726,Q2,Q2
Mississippi,Winston County,2017,25.3,33313,18482,27.2,21.0,19.0,12.4,20.4,85.62,61.05,0.287,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Houston County,2020,14.8,43521,8201,18.2,15.0,22.0,15.6,29.2,129.01,94.17,0.2701,Q2,Q1 (Low Cost)
Vermont,Rutland County,2009,11.3,46153,63306,32.7,18.9,23.1,11.6,13.7,141.53,111.04,0.2154,Q3,Q2
Idaho,Owyhee County,2018,21.1,40430,11455,23.9,15.5,16.6,27.4,16.6,133.02,115.38,0.1326,Q2,Q3
Texas,Mills County,2012,16.4,34984,4880,32.2,15.8,20.3,19.5,12.2,108.0,95.8,0.113,Q1 (Low Cost),Q2
Alabama,Wilcox County,2019,30.1,31014,10681,22.5,20.1,20.2,9.8,27.2,130.32,118.86,0.0879,Q2,Q3
Oregon,Jefferson County,2016,20.3,47063,22305,28.2,22.5,18.9,14.2,16.3,150.0,118.42,0.2105,Q3,Q3
South Carolina,Clarendon County,2018,23.4,37525,34017,28.2,18.6,21.7,12.3,19.3,115.44,98.78,0.1443,Q2,Q2
Texas,Crane County,2009,23.3,43185,3906,22.2,22.1,20.0,15.4,20.3,91.2,84.08,0.0781,Q1 (Low Cost),Q1 (Low Cost)
Florida,Putnam County,2011,24.6,34174,74595,23.8,19.7,22.2,16.1,18.3,107.14,97.12,0.0935,Q1 (Low Cost),Q2
Idaho,Teton County,2013,11.7,53931,10141,34.5,20.1,21.2,16.2,8.0,228.6,218.24,0.0453,Q4 (High Cost),Q4 (High Cost)
North Carolina,McDowell County,2014,20.2,36271,44982,26.3,21.1,22.0,8.1,22.5,132.79,102.36,0.2292,Q2,Q2
North Carolina,Warren County,2015,24.1,34254,20468,25.7,21.7,27.5,8.8,16.3,145.17,107.32,0.2607,Q3,Q2
Tennessee,Jackson County,2019,19.2,35207,11682,24.4,13.7,24.7,17.4,19.8,128.01,95.83,0.2514,Q2,Q2
Georgia,Chattahoochee County,2017,15.0,46096,11096,32.0,18.0,21.6,14.3,14.1,97.25,88.0,0.0951,Q1 (Low Cost),Q1 (Low Cost)
Oklahoma,Logan County,2011,14.9,50249,40863,31.4,18.6,24.5,13.2,12.3,141.82,106.03,0.2524,Q3,Q2
West Virginia,Wetzel County,2013,19.7,37969,16435,22.8,20.5,20.2,19.8,16.7,111.63,79.74,0.2857,Q1 (Low Cost),Q1 (Low Cost)
Arkansas,Lawrence County,2018,17.7,38528,16669,28.1,14.9,22.6,14.5,19.9,98.75,88.75,0.1013,Q1 (Low Cost),Q1 (Low Cost)
Texas,Hunt County,2009,18.1,42894,82204,27.8,15.4,26.6,13.8,16.3,140.35,127.4,0.0923,Q2,Q3
Georgia,Rabun County,2019,18.1,42500,16645,29.2,21.6,22.2,15.4,11.6,101.75,94.0,0.0762,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Graham County,2013,11.2,47500,2604,35.3,16.5,21.6,16.1,10.4,96.0,76.8,0.2,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Jefferson County,2012,16.4,42272,38908,25.1,20.7,25.0,10.1,19.0,155.0,105.0,0.3226,Q3,Q2
Kentucky,Menifee County,2012,31.0,25988,6331,24.8,18.7,17.4,10.7,28.4,101.25,103.94,-0.0266,Q1 (Low Cost),Q2
Minnesota,Redwood County,2008,10.6,43292,15757,35.4,17.3,20.5,10.6,16.2,221.07,98.66,0.5537,Q4 (High Cost),Q2
Texas,Red River County,2014,17.6,31344,12642,23.8,18.4,20.5,14.0,23.3,101.85,88.95,0.1267,Q1 (Low Cost),Q1 (Low Cost)
Wisconsin,Oneida County,2014,11.3,45736,35754,29.7,19.5,26.2,10.2,14.5,175.0,155.0,0.1143,Q3,Q4 (High Cost)
Florida,Dixie County,2015,21.1,36292,16091,23.9,20.4,21.6,12.1,22.0,152.66,130.0,0.1484,Q3,Q3
Georgia,Grady County,2016,29.6,35518,25145,28.5,13.8,26.2,14.8,16.7,95.0,85.0,0.1053,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,Washington Parish,2018,26.8,34985,46457,25.5,21.4,22.3,15.5,15.3,118.32,95.0,0.1971,Q2,Q1 (Low Cost)
Michigan,Luce County,2019,17.0,45469,6338,31.9,23.6,20.2,10.3,14.1,150.32,125.38,0.1659,Q3,Q3
Minnesota,Otter Tail County,2008,12.5,42328,56926,28.8,17.7,22.0,13.1,18.4,135.0,98.66,0.2692,Q2,Q2
Mississippi,Walthall County,2017,26.3,31077,14670,29.8,14.0,22.6,16.4,17.2,78.06,53.8,0.3108,Q1 (Low Cost),Q1 (Low Cost)
Oklahoma,Woods County,2020,15.6,51985,8914,35.0,15.2,20.6,14.7,14.4,187.32,137.12,0.268,Q4 (High Cost),Q3
Oregon,Wheeler County,2016,20.2,33400,1369,39.3,16.1,16.5,17.8,10.3,150.0,128.08,0.1461,Q3,Q3
South Carolina,Oconee County,2017,18.6,43978,75926,30.3,19.3,21.3,11.1,18.0,115.0,90.0,0.2174,Q2,Q1 (Low Cost)
Arkansas,Little River County,2017,18.8,36963,12494,26.4,13.4,17.9,13.7,28.7,132.5,105.0,0.2075,Q2,Q2
Massachusetts,Hampshire County,2012,11.9,61264,158850,44.3,17.0,22.5,7.2,8.9,260.0,175.0,0.3269,Q4 (High Cost),Q4 (High Cost)
Texas,Wichita County,2012,13.7,45589,131019,29.6,21.0,25.3,9.7,14.4,105.7,92.05,0.1291,Q1 (Low Cost),Q1 (Low Cost)
Florida,Gulf County,2014,16.4,40964,15781,25.3,22.9,24.7,15.4,11.8,131.5,113.5,0.1369,Q2,Q2
Tennessee,Coffee County,2008,16.8,39843,51729,28.6,15.4,21.8,10.2,24.0,95.0,75.0,0.2105,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Obion County,2015,20.6,40281,31129,27.6,19.2,21.8,10.1,21.4,114.0,87.5,0.2325,Q2,Q1 (Low Cost)
Idaho,Valley County,2017,10.4,54015,10104,35.0,20.9,20.1,10.6,13.4,168.58,137.18,0.1863,Q3,Q3
North Carolina,Bladen County,2014,27.9,29532,34915,24.8,16.3,20.0,17.7,21.2,159.43,102.89,0.3546,Q3,Q2
Georgia,Macon County,2020,28.6,31910,13107,21.9,20.9,19.9,10.6,26.6,104.0,97.0,0.0673,Q1 (Low Cost),Q2
Minnesota,Kandiyohi County,2010,12.1,49512,41869,33.2,18.2,21.6,10.4,16.6,165.0,121.34,0.2646,Q3,Q3
Kentucky,Floyd County,2013,28.9,30476,39448,29.0,19.9,25.2,14.0,11.9,107.71,121.71,-0.13,Q1 (Low Cost),Q3
Virginia,Lee County,2020,27.5,35006,23723,25.7,21.8,18.8,12.6,21.2,118.33,106.67,0.0985,Q2,Q2
Kentucky,Laurel County,2014,23.3,35746,59535,25.2,16.3,29.4,8.3,20.8,110.64,109.26,0.0125,Q1 (Low Cost),Q2
Pennsylvania,Wyoming County,2008,9.5,47617,27799,25.6,15.7,24.4,14.1,20.2,132.5,120.0,0.0943,Q2,Q3
South Carolina,Darlington County,2016,23.0,34773,67689,29.4,17.5,25.3,9.2,18.6,107.5,87.5,0.186,Q1 (Low Cost),Q1 (Low Cost)
Vermont,Caledonia County,2011,13.5,44433,31198,35.8,17.5,23.1,11.4,12.2,145.08,109.09,0.2481,Q3,Q2
Minnesota,Lyon County,2009,10.8,45842,24910,35.6,15.1,23.9,9.6,15.9,165.0,120.0,0.2727,Q3,Q3
Tennessee,Trousdale County,2013,13.6,43034,7843,26.7,16.2,29.7,9.4,18.0,150.0,120.0,0.2,Q3,Q3
Texas,Dickens County,2017,16.6,43088,2224,37.1,20.8,17.4,17.0,7.8,142.8,114.5,0.1982,Q3,Q3
Georgia,Talbot County,2018,19.1,36213,6378,15.9,24.7,15.7,12.5,31.3,99.5,91.0,0.0854,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Montgomery County,2015,14.8,46966,29348,32.4,20.3,24.0,9.4,13.8,166.33,125.0,0.2485,Q3,Q3
Louisiana,Morehouse Parish,2019,28.3,32929,25610,23.6,24.0,19.0,15.6,17.8,122.81,98.33,0.1993,Q2,Q2
Alabama,Walker County,2012,19.8,37408,67016,24.7,17.4,24.6,17.1,16.3,127.53,104.61,0.1797,Q2,Q2
Ohio,Highland County,2011,17.3,40423,43631,22.7,17.3,22.3,12.3,25.5,138.53,132.04,0.0468,Q2,Q3
Texas,McLennan County,2016,19.9,44246,243394,32.4,18.5,24.8,10.6,13.6,107.3,97.05,0.0955,Q1 (Low Cost),Q2
Texas,Edwards County,2017,7.0,48462,2111,14.0,22.1,37.2,23.5,3.3,106.8,94.8,0.1124,Q1 (Low Cost),Q1 (Low Cost)
Texas,Orange County,2010,13.9,47914,82014,27.2,14.6,23.3,16.9,18.1,94.6,86.25,0.0883,Q1 (Low Cost),Q1 (Low Cost)
Washington,Ferry County,2019,17.3,41939,7578,34.3,22.2,13.7,14.6,15.2,193.0,182.77,0.053,Q4 (High Cost),Q4 (High Cost)
Illinois,Whiteside County,2008,11.2,44800,59117,25.4,18.0,22.6,9.8,24.2,191.0,120.0,0.3717,Q4 (High Cost),Q3
South Dakota,Roberts County,2011,21.2,41483,10094,32.4,17.7,23.8,14.6,11.4,86.17,72.38,0.16,Q1 (Low Cost),Q1 (Low Cost)
Colorado,Montezuma County,2014,18.4,43431,25569,33.4,19.9,24.1,11.2,11.4,170.41,183.13,-0.0746,Q3,Q4 (High Cost)
Georgia,Tift County,2016,27.5,37613,40691,31.6,18.0,22.5,13.6,14.4,125.0,100.0,0.2,Q2,Q2
Idaho,Custer County,2013,16.1,39541,4331,27.1,13.5,21.1,21.5,16.9,97.29,98.81,-0.0156,Q1 (Low Cost),Q2
Oregon,Klamath County,2017,18.7,42531,66018,29.0,21.4,24.5,11.0,14.3,155.19,128.66,0.171,Q3,Q3
South Carolina,Clarendon County,2019,22.9,40900,33957,28.4,17.1,22.0,11.9,20.6,115.89,107.55,0.072,Q2,Q2
South Dakota,Clay County,2010,24.0,37198,13816,40.2,18.1,25.0,9.0,7.7,107.61,77.11,0.2834,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Spink County,2012,13.9,46884,6483,36.7,18.4,21.9,12.9,10.1,90.48,74.97,0.1714,Q1 (Low Cost),Q1 (Low Cost)
Texas,Cherokee County,2015,22.1,39595,51167,26.9,22.4,20.0,15.7,15.1,111.7,95.95,0.141,Q1 (Low Cost),Q2
Kansas,Wallace County,2011,14.1,46128,1499,38.2,11.1,17.5,24.9,8.4,82.4,74.4,0.0971,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Breathitt County,2018,35.5,26376,13116,30.5,21.6,21.1,12.5,14.3,110.67,95.39,0.1381,Q1 (Low Cost),Q2
Kansas,Montgomery County,2014,18.2,40716,34602,27.4,19.2,20.7,9.0,23.6,99.4,80.7,0.1881,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Petersburg City,2015,28.0,31798,32123,25.4,27.8,24.9,4.9,17.0,230.0,150.0,0.3478,Q4 (High Cost),Q4 (High Cost)
Florida,Gadsden County,2008,27.6,34134,46803,24.6,22.1,28.6,15.4,9.3,98.02,100.67,-0.027,Q1 (Low Cost),Q2
Florida,Gilchrist County,2009,14.7,41048,16771,18.4,20.8,27.8,19.1,13.8,112.02,103.4,0.077,Q1 (Low Cost),Q2
Illinois,Whiteside County,2009,11.1,43719,59059,25.2,17.8,24.3,9.9,22.9,199.28,122.5,0.3853,Q4 (High Cost),Q3
Virginia,Mecklenburg County,2015,19.8,37356,31555,30.2,20.8,25.6,9.7,13.7,120.0,100.0,0.1667,Q2,Q2
Kansas,Norton County,2022,9.4,52710,5431,28.4,22.5,25.8,12.4,11.0,185.6,130.4,0.2974,Q4 (High Cost),Q3
Texas,Marion County,2010,23.2,29943,10771,20.5,18.2,23.1,17.0,21.2,101.0,91.1,0.098,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,Tangipahoa Parish,2010,22.5,38957,118190,28.9,17.9,25.4,13.4,14.4,115.0,95.0,0.1739,Q2,Q1 (Low Cost)
Mississippi,Greene County,2016,18.0,40069,13941,30.6,12.6,23.4,18.5,15.0,72.36,53.28,0.2637,Q1 (Low Cost),Q1 (Low Cost)
Montana,Madison County,2018,10.6,50247,8218,33.7,20.1,15.2,20.8,10.3,182.8,140.01,0.2341,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Muskogee County,2015,22.2,39984,70224,28.2,20.5,22.9,11.3,17.2,145.28,105.26,0.2755,Q3,Q2
California,Tuolumne County,2014,14.7,48493,54347,32.6,27.5,20.9,9.9,9.1,251.46,165.24,0.3429,Q4 (High Cost),Q4 (High Cost)
Colorado,Kit Carson County,2015,16.4,40603,7980,31.4,18.1,22.7,19.1,8.7,173.4,178.6,-0.03,Q3,Q4 (High Cost)
Illinois,Clark County,2010,10.9,43597,16545,29.9,15.5,21.7,15.0,17.9,147.85,100.0,0.3236,Q3,Q2
Pennsylvania,Bradford County,2008,15.5,38745,61387,26.9,14.4,21.1,11.6,26.1,127.5,115.0,0.098,Q2,Q3
Florida,Alachua County,2014,25.4,42045,251759,45.6,19.5,24.1,5.0,5.9,159.7,136.25,0.1468,Q3,Q3
Illinois,DeKalb County,2017,18.1,58343,104473,32.8,20.9,24.1,9.0,13.2,281.5,173.25,0.3845,Q4 (High Cost),Q4 (High Cost)
Kentucky,Hickman County,2013,18.3,34029,4834,24.7,20.5,23.3,13.4,18.2,107.71,105.56,0.02,Q1 (Low Cost),Q2
Michigan,Alger County,2014,13.9,39211,9516,29.4,21.6,19.8,12.8,16.4,132.15,91.2,0.3099,Q2,Q1 (Low Cost)
Minnesota,Hubbard County,2010,11.7,45066,20205,33.2,16.6,22.8,13.3,14.1,165.0,121.34,0.2646,Q3,Q3
Virginia,Wythe County,2014,15.1,40185,29259,27.2,18.4,23.4,8.9,22.0,108.0,85.0,0.213,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Winston County,2015,29.5,33202,18697,31.8,17.8,16.9,12.8,20.7,82.85,64.44,0.2222,Q1 (Low Cost),Q1 (Low Cost)
Texas,Gregg County,2009,16.0,42499,116901,29.8,16.7,26.0,11.2,16.3,94.5,86.83,0.0812,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Northampton County,2012,22.4,34304,12408,34.0,19.2,21.0,16.0,9.9,146.0,75.0,0.4863,Q3,Q1 (Low Cost)
Texas,Dickens County,2016,19.0,42118,2237,37.1,20.3,16.3,18.5,7.9,122.85,110.45,0.1009,Q2,Q2
Virginia,Franklin City,2015,21.2,32399,8457,30.1,29.9,17.3,9.6,13.1,155.0,150.0,0.0323,Q3,Q4 (High Cost)
California,Monterey County,2013,17.0,59168,420569,27.6,20.6,21.6,19.0,11.2,300.92,179.08,0.4049,Q4 (High Cost),Q4 (High Cost)
Ohio,Mahoning County,2013,17.6,41058,237033,30.7,19.9,25.8,7.7,16.1,185.75,132.53,0.2865,Q4 (High Cost),Q3
Tennessee,Hamblen County,2012,18.6,39316,62528,24.9,15.9,24.0,11.4,23.8,105.0,85.0,0.1905,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Unicoi County,2013,21.7,32292,18254,27.8,18.1,21.5,12.6,20.1,107.0,85.0,0.2056,Q1 (Low Cost),Q1 (Low Cost)
Arkansas,Dallas County,2018,14.3,36628,7432,15.8,21.9,17.1,12.7,32.4,98.75,88.75,0.1013,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Barren County,2016,21.4,39034,43287,28.1,15.3,20.5,9.7,26.5,122.5,100.0,0.1837,Q2,Q2
Kentucky,Graves County,2014,18.5,39529,37451,26.6,19.9,21.9,12.0,19.6,112.14,102.48,0.0861,Q1 (Low Cost),Q2
Utah,Garfield County,2021,15.6,45724,5061,34.2,28.3,17.1,13.4,6.9,213.46,161.54,0.2432,Q4 (High Cost),Q4 (High Cost)
Kansas,Phillips County,2013,10.0,43059,5573,34.3,14.6,23.9,12.8,14.4,96.0,76.8,0.2,Q1 (Low Cost),Q1 (Low Cost)
Minnesota,Nobles County,2012,17.2,47539,21349,22.8,18.6,19.1,12.3,27.1,145.0,110.0,0.2414,Q3,Q2
New Jersey,Cumberland County,2017,18.8,50000,154952,26.1,22.1,21.2,12.2,18.3,186.06,158.48,0.1482,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Kiowa County,2015,20.8,39909,9302,30.2,19.3,19.4,13.6,17.6,129.5,93.87,0.2751,Q2,Q1 (Low Cost)
Texas,Hockley County,2011,16.0,48201,22929,27.1,19.4,23.2,18.4,11.9,110.75,97.83,0.1167,Q1 (Low Cost),Q2
Louisiana,Richland Parish,2013,21.3,36835,20816,28.9,20.2,23.9,13.4,13.6,110.0,90.0,0.1818,Q1 (Low Cost),Q1 (Low Cost)
Florida,Indian River County,2016,14.1,47446,145342,32.3,21.8,26.9,10.6,8.5,142.2,129.17,0.0916,Q3,Q3
Michigan,Tuscola County,2016,15.8,44193,54014,26.1,20.7,20.8,13.1,19.4,148.87,98.29,0.3398,Q3,Q2
Texas,Wharton County,2013,18.8,40411,41185,26.6,19.3,19.9,18.6,15.6,150.7,126.7,0.1593,Q3,Q3
West Virginia,Randolph County,2013,15.9,37276,29399,28.8,22.5,24.4,11.5,12.8,127.4,91.0,0.2857,Q2,Q1 (Low Cost)
Georgia,Schley County,2015,23.4,39375,5074,28.4,14.3,23.4,13.9,20.1,92.75,83.0,0.1051,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Laurel County,2015,23.1,36020,59751,25.5,16.2,28.3,8.8,21.2,117.0,97.5,0.1667,Q2,Q2
Mississippi,Alcorn County,2016,19.9,38892,37309,29.3,17.3,21.5,9.8,22.1,77.82,57.17,0.2654,Q1 (Low Cost),Q1 (Low Cost)
Oklahoma,Atoka County,2016,22.0,36528,13847,29.0,19.6,22.4,13.2,15.9,132.05,96.91,0.2661,Q2,Q2
Oklahoma,Pontotoc County,2013,18.8,41881,37700,34.2,18.9,23.9,11.6,11.4,153.13,112.19,0.2674,Q3,Q2
Tennessee,Benton County,2009,18.1,33647,16130,27.9,12.7,21.2,13.0,25.3,96.0,75.0,0.2188,Q1 (Low Cost),Q1 (Low Cost)
Idaho,Bannock County,2018,17.0,49739,85065,36.1,17.8,24.0,8.9,13.2,108.65,98.77,0.0909,Q1 (Low Cost),Q2
Wisconsin,Eau Claire County,2016,14.6,50538,101907,34.4,18.1,26.2,6.7,14.7,208.0,152.5,0.2668,Q4 (High Cost),Q4 (High Cost)
Texas,Sabine County,2009,16.0,32139,10177,24.5,20.6,15.4,21.4,18.1,92.0,84.55,0.081,Q1 (Low Cost),Q1 (Low Cost)
Wisconsin,Bayfield County,2013,13.5,44944,15071,34.6,19.0,19.9,13.8,12.8,152.5,150.0,0.0164,Q3,Q4 (High Cost)
Alabama,Coosa County,2011,18.8,37191,11303,20.9,16.3,21.2,15.9,25.8,87.89,77.21,0.1215,Q1 (Low Cost),Q1 (Low Cost)
Arkansas,Johnson County,2018,22.4,37170,26291,26.1,13.9,19.5,12.9,27.6,98.75,88.75,0.1013,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Russell County,2014,27.0,30773,17646,27.9,18.3,19.1,12.9,21.8,127.13,108.17,0.1491,Q2,Q2
Idaho,Custer County,2019,18.4,40875,4169,37.6,19.6,14.4,19.8,8.6,160.23,130.08,0.1882,Q3,Q3
Ohio,Lawrence County,2009,20.1,34596,62683,27.8,18.8,25.3,11.6,16.6,137.14,140.28,-0.0229,Q2,Q4 (High Cost)
Pennsylvania,Greene County,2010,16.7,40498,39003,27.1,17.8,21.6,18.2,15.3,160.0,150.0,0.0625,Q3,Q4 (High Cost)
South Dakota,Bennett County,2011,35.5,34500,3435,33.3,21.4,20.9,15.3,9.1,86.17,72.38,0.16,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Houston County,2009,16.0,41096,97091,30.8,15.7,27.6,11.6,14.4,78.42,74.54,0.0495,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Stafford County,2011,11.2,42006,4416,36.6,19.4,15.8,15.8,12.3,82.4,74.4,0.0971,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,Winn Parish,2016,25.6,32063,14695,29.3,20.6,19.7,17.5,12.9,111.67,93.33,0.1642,Q1 (Low Cost),Q1 (Low Cost)
Ohio,Pike County,2012,22.0,39735,28652,30.4,21.6,17.9,12.3,17.8,132.51,124.39,0.0613,Q2,Q3
Oklahoma,Washita County,2009,16.8,41294,11573,29.3,14.8,21.0,19.8,15.1,124.32,95.25,0.2338,Q2,Q2
Florida,Washington County,2015,21.5,38970,24629,28.8,21.9,24.5,13.6,11.2,150.0,125.0,0.1667,Q3,Q3
Mississippi,Harrison County,2010,15.3,45668,181791,28.7,23.3,24.5,13.4,10.1,84.77,88.99,-0.0498,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Sharkey County,2017,29.0,30033,4631,46.3,24.4,13.2,11.8,4.4,79.08,53.02,0.3295,Q1 (Low Cost),Q1 (Low Cost)
Texas,Knox County,2016,14.7,42188,3807,31.8,12.8,17.3,27.6,10.5,110.25,98.1,0.1102,Q1 (Low Cost),Q2
Virginia,Smyth County,2009,17.6,36103,31996,27.8,16.9,19.7,9.9,25.7,104.0,67.0,0.3558,Q1 (Low Cost),Q1 (Low Cost)
Arizona,Santa Cruz County,2016,21.9,38941,46547,27.6,19.4,30.0,10.5,12.5,170.25,112.5,0.3392,Q3,Q2
Idaho,Jerome County,2014,17.5,40718,22580,24.8,15.5,19.1,22.7,17.9,93.99,95.0,-0.0107,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,St. Landry Parish,2015,27.9,32625,83613,26.0,20.9,24.8,15.3,12.9,108.33,83.52,0.229,Q1 (Low Cost),Q1 (Low Cost)
California,Kings County,2011,19.3,48838,152335,24.2,21.6,19.3,21.0,14.0,220.03,133.31,0.3941,Q4 (High Cost),Q3
North Dakota,LaMoure County,2008,8.6,40627,4153,36.0,12.8,18.8,16.1,16.4,114.12,90.47,0.2072,Q2,Q1 (Low Cost)
Pennsylvania,Mercer County,2013,13.5,44301,116059,30.3,20.4,23.4,8.5,17.4,188.13,135.18,0.2815,Q4 (High Cost),Q3
Texas,Hudspeth County,2010,46.0,22647,3441,21.9,17.9,20.3,25.2,14.7,97.2,86.9,0.106,Q1 (Low Cost),Q1 (Low Cost)
Florida,Franklin County,2014,23.0,37815,11636,27.9,27.1,17.1,20.0,7.9,144.62,117.5,0.1875,Q3,Q3
Ohio,Columbiana County,2012,16.1,41870,107598,25.5,19.9,21.4,10.5,22.7,159.34,138.51,0.1307,Q3,Q3
Pennsylvania,Cambria County,2011,14.2,41202,144489,29.5,20.6,24.4,11.0,14.6,130.5,112.5,0.1379,Q2,Q2
Alabama,DeKalb County,2016,19.8,38248,70937,21.9,16.5,21.8,11.9,28.0,93.64,68.36,0.27,Q1 (Low Cost),Q1 (Low Cost)
Michigan,Montmorency County,2018,16.6,42305,9261,24.7,19.5,22.1,12.8,20.9,149.8,99.87,0.3333,Q3,Q2
Oregon,Umatilla County,2013,16.5,48389,76306,26.6,20.4,20.6,15.2,17.1,134.77,102.37,0.2404,Q2,Q2
Texas,Trinity County,2017,18.4,37398,14481,27.5,23.0,23.5,12.8,13.3,119.9,105.55,0.1197,Q2,Q2
Tennessee,Weakley County,2018,20.2,38566,33626,32.7,17.9,22.4,8.7,18.4,127.02,97.5,0.2324,Q2,Q2
Nebraska,Grant County,2018,19.9,39479,718,34.8,13.4,19.2,23.1,9.5,129.1,135.0,-0.0457,Q2,Q3
